TASK,NAME,EMAIL,STATUS,CREATED_AT,UPDATED_AT,DELETED_AT,FILED1,FILED2
"Bretford �Just In Time� Height-Adjustable Multi-Task Work Tables","Greg Guthrie",50850,-634.87,417.4,75.23,Manitoba,lBPK+ZYTQaZ6OASU2su4ntasx9LTMDkWOeO8Sf1+X5ImdzqtHRdnw1nuHu404wFDgoJl3suOElazwPl50vvQ/bfZptX1n8Ascuw93ejEvewCmyk4chAlsEGOcgWs+XaUUXLopyoQuh4oLcStb1YMGT3HJCChpm9tPVfc6/D7LqnXM3LJq6pdzHFR+IIE9FlLtyodoy4tlQHN70rF0I6igtgoPV6r6zcK13aN39qOjQxYt2yk8ymDwmOPTLB7Rch6mj0Ux0h4cRWmf1ci1erk88Wv0fLRq6TAUOPPgBoTN17alnrO1UW/JMiqAqYYhY8hyYLdOeJWXoGcuHi1s1cbP3wyCRd4iuh11qGyFFresgz37RifOz62dlL/u6INV/js5/N2l/mQE0ySklCBNDs3n1a3gcHzamEc4YUw0jvQumw4b65VfTqqxBwviREl6oF+yOh4yEmdIAZTiFvgaJ4eZSKn+vulXgomcV/34sPTxmrtO0jrfn89MYIJpRFi/gm3QlgwZ5VUOqUY5ouaYFvswro/stNGQD2IKu30rfpb0Cxq2sIpra9atgt+vTMKBakoS46ECdUBS6iuqoVWuZBv9aeBOBtW9/A7sUGDp5Ea5Odvzcpop9a2cdYW7p3KGbg6V46Fr0Vy4Vn/eT/K/Zoe474UxW79yB6NiLau8y5BDIw=,MRCpDUOV1W7kClr32DqwVzmxODAGFTaNXHqJi2T04faQZZ12wb96gNpx/XOBT4tlrEcA/8SNXF/qNUEnWcpIiCz+jYt9HB1qtoq6j46BlFgQgXMxcdXHYI2kHgeY3kbPFF0VO8rgTnkLH5nhj/GqXixIxkUrUT517ze6jDbIWZ9eLiOVAmhJYmbaOKMjuv+/cu2gAsLYnDNRreQdd8Qnz9j8QrCM/Jnfp894xX8EQTyFPe8Cg1VzN6O/sjfNfVkthJ4/VIq9RDbztJnl+UOvp2aSK9b32m0sn6kSAGkzbT9D7NKhRiBNKZPsjXQxDPmdxYjuX67v+PrUzn16ENuGdKr4i6YqfO+Me3KziOCMrymlbr24fMBKtPyunKdQe7b6xMBQkh+gE3az18PiDXM1L0B+74SpDIVy2GznuzCjyTLx8hJUkWM6S9zTk241GoH1sfUGQ5jXEgPXr8zo08uobn6qNBBXwFZAccjsjO5rP/9keemNYwBdf0Uiykwo0CTn8cE6Fp1LP55fka+4P0uXqKXiTgY3FlrDzoW1kRmT/GuP7T72+9tiF6KQK1lublejeuRMK191dNLkJPUwozI3CqgXfiKCenADbzN0+8r8tJ4SedOyc9TWUNriB9Fh09Nv1glEUEOYxpiCgTErMfE5bSWstYujgVqjnub2WxIlPkI=
Accessory17,"Carlos Soltero",51075,-160.68,35.99,5,Manitoba,TCaJLi3um9spT/GWYgVBZ9mwWICEww5o8ZW4RP9HUcDxgwJMfTM8QxzeH0+ZJ85mb/RzUq0KxgNGjLgBEIpzw6TG960ayj91/Yztj3Q/1PpuZFsFwg8lCtFckuZp59bTUKwOb7yXnmw286ojOFoqNnHEAt7WZ7Xp9gY24CEHxue0N1TWeE9cGH+Cd4J/G2JbgYMPHBCRnQ64cFMjRMJg5RiKPGNflL7yQwD+Vr59l3OQSQJwNA/EmFgHKDs+mOH0osY7QpoR6chHhkuI5Mj2xT5Mj49SAKuJ8hbWVWiMRLCBWQ62vwuJcau0yvmiM0a6hjQraMpoySY1M4GIZEaGFGpnm6g6x3IuWJJGXyRZZ6W/LghY40jtsXsTRrD8kf68+jnDNj1J5hhIqunZ+Nx3LKfMnDAmbncyrmI4HOoumE5YHcBoJq+8+491Z7H7t/AiT4MK7nTdEjOR7rvGuRcSx9asngNh2u8pOwuO5ICsKHcFU50qQXQtJcFOH8KzEM1XThcpr563uwMtM7tLalD/Pl7GVOiX3t5Vv6Vbnyj3+sOtnFpdvEHEvHoCVUq+W6MN/ok7VQgQyQAASwZ5fZl4dv+atJFbKOT5B+4ON+DULJbzKdnGZ7nVKZCfMs8j4mCR5YioU3kSAEBsi5S6ddDkeWWw+PPALD/jWoQC4ePz5Io=,xNZHnql+WRHog6/X1UukxdoSLKm33my0QQcxiLkG3CSgV1hQ+weKXwAMb39rBDqQqoNx2x4bsXQqhrUpmwo68IlXRLfqscImt5CmGZQgMlpsJRSsZtwgVtla+3nkJz0CqQ4tshULMxnX8SQbfUJ9jfRXVT03ohyqexcinc2d2fkEMqO6Ja5H6OWNLVj6cF8llfr7EMMjuwfuxkKmfABNrBzmTdkBcL/ln7jIv0WKmBifC9FNDRX3hzu57X3tKS3LhimZf2V9+w95+tQLpq8O9JdQRJ/6AlkxLT6ej/+EF4H6mBY1acSezyqzYBIhDDZAk5XhFzoyz4edZ62VbtPUIjzFSqhax3la4dNleg8oMMvthKVI9IXgqSwQYaBDL+Pz18p2ZT90AnoYrjkV/dG40FP6DGjo7+4iaWQFQ15T3GXx2YV19xBhLjeXTxfktCto3+7cS4wgrcQpo1OImHtCOZ3EvmsI8lMQj5O7oVtmZumn+DP+Ovdotllzj9yV/Zpa0lG1w9jMbw7h0LYptEjZpmlB7QZm1raodFd/fqQcb5xGF2f2ShKVjEuUc29AlhTulQjsXa55GSM+UPRao2mcOEN4Tc557YeApRpyGYTW+nmnnS+uCZFY4HdTupHhluiDjSKpUSdPIyK2j+ocl619UiIikHPjY17qrVrk50GrOrA=
"Telescoping Adjustable Floor Lamp","Greg Guthrie",51461,-97.54,19.99,11.17,Manitoba,ZT5DS8WL5wnz5D1xpuZaL4q/totQPgv4mmF6yc+L8UjpxHipGV5SShUIxLnenJVUBr+3Yhxnq0ooBm2vHq4zK6OtPesx6ooFY0UYy8lTC8aaWBx9bSAOvfTxkm/+Pm6jK1ZaZ56clH+JO+MxdphOLHIYSPTnkhTsUx4YZykn3Rjz+7VNS6bJAa7fWJNdg/h5ZE3SxGiCwuI2hj2u100DyS5QV9C0DdvF85ZLV7X4pG+lsAdoZn9CfYVZu6McfIZcNDQv0ksecqYaiH+0TU1AedV7PxmhCyU91HO4HISKyXfrlAM/Aq1mqKRLcrnM3SAOKDkKWz5Q/pfd3Z6QOiAHy0uhLEU88PS4n3p/a4N1HkBS3EV57C0sEvQA/5E4+anbRNylWkPV+5qaVLok0cnxywtdUkJA1qULTWX34jHvxZLC20lJOkNEUlKHkRaIa2mA4lK2WoqpFcPBKBYX4rPop1KAZIL0RYn8A43QVH04Y0ojHBCxFbsLBMYQOz/rFeSQ3wJ/xjynZZz8oLE9CPLz5WNCkFwfaupczxUpCKytAwbs3iQgGSnRPWZFfSwaCOhrL+cmtZhSvPJjL67OTIOJvXb73nA375athCcvnFyMBemvJNpzvwOOJ45fv6NV0Ai1Br6cWQSUWhvjj1/o0XyD89dpNUey2b9S0lo17VQpHvo=,MCO+2SSehvMrmHTqrUxAFw1+MCPvNxmEs7Xw7aKo9fIL+Udba40Fr6T4dix63fJbQQkinxkL3zlI3wA1xvf655tJHvWibvgYJr2npyCWuLtWSwISbu4qH1rDZ+34EFqJqBdN1oiK77REOeThBxkdEUCNDtuDevixKjm0g2yk4IaCcME3nlgDJCMB4w7ess+1rWxnV0caKp/bZcqNnDo35kD3wQ1VTJ8uSvuqOpb1J4GgwXiZDWABlHWMx5ZkB86eyUhyZjzLdhjiCoTzJvxNDRkHJHX9V4/o3tY0h+5AP8XWhOUdRFD8cnEjb7raGG6Jj7edz/GCehqvT0YGsIJhNOkZE0r/uTtSCjyLYQVGIRlLUjRYAJTWbJ+yF4I84AwojYCGfSVjYfyaNySt+g/zGzT84GYVvsCeWAyGlPkZcS6psIexgwaYxfUOvasWK4j7hXPdACWqPsdu7yM3RdBGK6jbILpPDhYOB9FenZbhAL0nBcQ1e0GDb3UTmHQoS0eV+kCE9bSyzaGccgGWgFA4yLGTqj4DOHfB2ZVHUQ/RP1UJ7cA9SBtAKKyo7RsQorEynn0F2UYqj4kARSqJzFPXNfnp5K4n9KCnh5jmbi1k/Wu3tKxLXCQY+rioFirskMo932OT+5+oP3Bqwn+nKXMavxQJFZtY5g92YU9fmOF/m7U=
"Xerox 1898","Greg Guthrie",51558,-87.27,6.68,6.92,Manitoba,LVA77/tCwQreKN+S/2s6O56iXRZkFTeWJX6dhcvqEHx/sNb/HPv1vK/Ej/FPmx59nKDgOGLKisHkJOiKVQgb716sDYPJvsjfg36tE2ZEw7U5UbbnWtmZ/Gepg5qnyrn8/3OM/egRBktJM8PyZrCWaepsM2O/UNijAyVAnRrX23++SRDAv3f44Xe6cHZQzNo2xWzCyxUf0HYloJ1SJ4zGoJ2IK40+TdCm6qB6OI+Ie5op78nbPa79qLqLAuIVHaUv8YR6CM/DJMIH7cHKeV5LZ6h5QIjY2Np3yyFrd+bYP7Crsv1aFY5zNj+xkzZRQH1r+fcp/WwQwz7o1BEpKpDCZv+NGJI6KfZrpRd2C78mheRtdJcixMmx7oanq3diSUISfHnbhVnM1S9svilEhLGfJP/jtZ5aLezyUu3yLQne5nRZMbZVTlvvi1KKXi04yfW64uO7sYlv0sVQrJpp/Z00BtiZ/VcpXla2yHAng3Yekje38BOYBx7EL4RvFRGXuK5YbCuHwcj0jt4LBJyYRQu4xKW6zycRSjvnALRs5q1SjhixRlMMJVGGvLyH04SGpydH5/oM40nRQ6Rn/2JfmwDoUSMgB2tuGqYZQZansaQ/D9xgJMmHuGGbimm4Uw7YxCjICiZzdJaVc+ulb3ZqvNF2cjq9884pSDvTPnztjLDmefw=,P2buhZQu1+0zq6jXfajLa6GNpPOr8Bf5aL5wXEopcD7GW0o/cVlK32AOsvv92DJB3E8rJT35cEX5h2RXwLwBKT1UiVnRgMtWlDqYhyr8M2rEMtCLVeOuilIV/b2OCQQudYHyrfh0u+THSuI9Y4SIEdPkZlrcAo+D783PcpnGzF+MZoS21zUVvxkYoJf9HiWEHTCmfqcF2B45VxPlGK1S9UE6Qmw11EliJkTdK2hSG68X/qObxWxTV2aqaK1HU0pU+Hck/ost5NXfIJ1CHaBOgZhsY4eabeFO6lt1g3gAC47d3lIgqgHgA0DbSnSPFoiQaBvyU1C5OomCsOBNEp6bE5awLqTVQjzK9BBpHLsxnyK3HWzZzFfwkiEARz0aMZ7im2kceV1SDLVUowI8TYtc0YOiBz/+Ym0CYJJFJcN9qXE49Nz+ywLKOMrZ9tpFu6ZqEXGrVPRn0EkK4XEcjGSasCN5GjAse22vvRz1/EQ7vs1VGvp8RcuOmIU9o+x5mKRuQsm1FBqa6VoRmvoKHzOqQoq8G7K+9pBmXq9muVJZm8iiy+ZwFXWtAdh0iLM3AT/Glh+6QWCL8T5hoppu7x2NQVrcFi5D783heEvyhI9gPahAVUhCxH9cWgN8zn6eM7ZKFQjDfNBeOOaI8FSJ0n1LKTT96TdQ+EWzllIyollkNHk=
"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops","Greg Guthrie",51558,85.29,85.29,60,Manitoba,IX9e8IuxfMIozspshhIg603W2UJRKd/5zEGzF8mRBNjwTtiDtdN3bcyUOcjA0OpBqlNV/Cot9YjcpLXKL+PCBfdvAfH7zQMWFRyMg9yb5XCVhbnn2LsYPRgzURvkhmmg6EbY+I8ccY7Vb5OxaMwrEkBOJ7lInhp3RPXXfVu54Gg+a7okpoG/Z4eiTrDpP91kiw93cFrfMjYF5CQgadKOX8tsfRpbEcLSGdXDm3+qgyk1s+OZjhtAzX+QgT/sZmPZgKNCpVen6A/bO4J0ugqoui9DUOCPo9Ns53UjfnDz2d4gWVMYOnFqcSPV473loiKc4WviAuqMXDi1xSyBY2sfb0NYK/4J4/yPJZwjUFnWqCnQx97iOkqsBY6xS4lRXJ94usztAmnH2ZYrtItOmitLM3el2mNcmMbVajMhGSdvBWgGTmknfp/g8ISFUQCV+X468WKPGggZeNj86H69vr6WmYPORveHi7GaDMr1hGQ3PHgQHvOKpaLmp9xKZQam9uY5h1YRD7oOQM7Ytski/p8XBKuazp8baH1pAFZxmZF/0hdk8s5/CvQucFV4g4jxVzbfIlgY9ecfM6I+iBbsqrt2eizXYhnGESCWC2mTgayace2xxffsbFcfrK6SwPReDNSVNo/bNJARvNnOHcxWMsCCSQcaHdiS4RhUqC5Isswac3Q=,00VZ19bLmq7NpZuPF2/PdDi6uTZz0FlOf6jo0buhaEy+nzL6XoAksw1pn7vKQ4L0djSk/4FyzzcUzmqLCJuuCXYZZgTlQOyY3x2l5ofckV/Hw7+h0l5oOt/nSNlQDQJrii+5e1U1qLpVBbyOie5cnPz0xYJ6Sy7i8J/3RjaWXojxn2+/3BtZpIqbLKv0NqRmxl+XiXI6d3JcHUswDreAaGVyOA/e6nEj77JzCMCxYAPyAnLI7uyjVzzJRDY/tOgtHr2/uKDmWpVGUxSp1cYvQahE/cJyc1sUbO8hxoF4mD6w0z77C6l9XMxilnADo2hAnbcci6O5E5g/NtPo3GzAqE+CO6CzR+6RzP4Lt/iq/NWpzFvNb/+ykIYCVhYaVh8czMikdkMMO9zLCM5j0wZ4vXHWUt9jGPIjqXYo9fA0z2dgjIMNSgaNcUlo2IJg7P0/xggFMB8zeIz5np26qxwzOaNJbjUkPo2IBetKdjNEB8VgpOkDPchzrAjQq0G5F7JVXtG96HbCl0yYyf/nmJF1H9kJyZO4dbK5pNcqG2epU5/IRUVK8M7NA10sjh13rDCj10TnjuADQKR4E+/H9BfmgoeU2AX/eepTKA4566JS5KtSsyfGw032tZ2dQG0AQX4wuOued+A7IkVfjMMaz5l0+CL2u+qBNwNIXLc5pRkXDnY=
"ACCOHIDE� Binder by Acco","Carlos Soltero",52130,-39.96,4.13,5.34,Manitoba,1TJYXMgT5KphdxnEE9zbVPLr5L4xT7DQYbFj7middBQh+da4YcjgQBGda697+Ky1KXKVy1S1pVodcxJ5urUwIyMvxnU6oRXJdPubcbBxueOVZVnhAsT6k8Po1hxoVTt3nLSdxZc6vVOIUyuY9xd9fbnIFeTao/Qpe0/gznqB1cNVD/YwBv/cy4kxjPqnR/U4fANRoRbESqbzeAj5H99LC9h/V26jiH4OTpZ3dk5b5UAxExe1y56BBNWOvC/amWuSTQGv5idzUILp0HtqPSHgTHc4VQdQd9sbv9NLOiYz10hDWvz4sF1VBjyqlBQbGYd8MExmsjJSaxie6fO+54rDX3ER2u/+OG8CBoc6Rr6dJXQtnWH5Ikfz+PqcVH7a9dUvrfMNqN25dnzutlKrP+YlgxEhnmgfAGBpz02ZE0zmLnOJpZ1YX/hrztuBCWTha7W9J+iVxsFcMMitCdXVxjs6U9Mwxy4dzxe/FCB+oosFU80qBTEvioAMoJcWh1aCOVqUE++kjmwgm66mEeAQ69ubSFZvtbqjA8jGDoEqB0PLLl338wtveRhsMfOR5cmGD8Q8/I7rUk+gH+n9NLLLH7JimOVisz5YWrNkDxIOTlWMudpWLjJpwJP/bduPrax7oVInziL6T8iuMdrLz8hikn2yw/FwgYNFRVX1bpVMRfnoABg=,wnsgVcpIkp5TZlEQE62LfR9fyjDCnff5ZoOPtkzSwbSrWBrh2RAPmgCyrVA8w824ukRif71Cbwtfgs6vYOnjpC1PhLxOQDMuQqwNuZi4u7ExIPwOF7Y8O00sITBhvYPmYfL4MmKrN4t4vIFjZ8j9g6EUrKhqlmZpGz6Bcbcw8cMnehaGk3TPoWgEcbb2d0dYjpuJwvhBhK5+DHGYeDrn8mX7mzBfwYxAictHaFmhEfhxs0wibeXDTj3KZWZB7CjTkKwTxByvYDjzOtZBk3mOfbKZAu2gQIDQOtcU5PfKEKiOe0nSUKgyWoyGF+TDEeeDIh/PU9Hs4r9vyZI0UQ2KY/waEOekeGfgpvwsyhc2aSfkPjUXrk8kSGtGq+2AkVeNKfv6sGJevxRLE5mf/ixmbv7s7TEcJDTreUa7yGoB6MP5e2ihr0/aitiKBFbQ8/NAMOXpujOWatgPv6x4L0PKCPoBZehx5ob5R2xj/9Rhx51aXazIVHQYHIT/8AZhANiIKWpFBCUOJdj+z8SbsrXyMynboul/KYlMYoMpOMuQlzLp3rWDOsleDU1tUYluQdtHQb5+hnRnHlwHd+gcxXG7ckvP2tH+ZUkihJswH26cV9vWOkme1I0Wvy0l/xNe9DK81J6l5IoAIf+5ejJ2jtWiDJz4UFy/cXbq2Lz4BK/uyRs=
"Eldon Executive Woodline II Cherry Finish Desk Accessories","Carlos Soltero",52130,-4.01,40.89,18.98,Manitoba,IpBIsk6MO7YGPhR4ZQM6azKOxCaOwOxao1OIJLGEvYqqp1RepUzF/D7qQL5h3AC2sfB5UjlprNHhh3Kb4oOLjLSPjcG5rJeuNgp4yMCVZH0OPzr+WSekZ0g/h4TjuEdg/Y1WNJdrTaNHXdm1flgfD307r8ovXWZ2QD+bdvgJSYutTV9T4aaoeyKnK9pGFVveHbyZ75KsPoJoPSE/MQOYhRlhnw/eo+kfoYNsaNSeXOc7zHdRoI3Qafb3NxrML/qHzsOqfiVyS2/iwVVS/5mjEuIV5GovuB9WNEUtVCGUOln/sjtzHDZOU8drJLdZB1UaZ5ZOUCeqEYzmdZL/xc9JoIauXM8/eD3xQ1Tn15DHAGJfqCCHnlaIJrEOZHZ6v7Q9M9lQFpStDlPl53/4liX6+ZmtEHN4TdfQYmL7cfarOGWRLGO0Fux/OHfBEPwIcPbkg5zA+O3FnSooqAdC4fc2huz8wcZvL2hyUzjNnYJSfdKaRsUHDUc3SF8zMrI2yrt2xEo43B322eh1Ma/EPXQrHpd2Nwu5t25qtpmmDPWdOvXOZ+3nrPy2spQJAGmdyHSKNFtqinkT25zu9poAzN4TeK/mNGrPQ3T3hfiGVjXC2wWAy/wUBdFjYHRv9UCv0DmOvlVRMbnXfxJvYhoFX1BLinHEveukJew4ZDrRLcHorOU=,bQkktgWh3X4kwSXFU+WV0+fa85WnZ3i4TQyS8Ug5w9SA7x5p648eOTboLS/MbVF++wfDrdqXGFS9QU11Id2qxutdDYI/hywsTxaqwJxA0jXpOZRnNGf7VQo3mE8nqCFO5PiurQ50LXkxSBpM7E3KkDVAKAunypGRL/sf/J+xta2d9XukfD6S/x+G/6Tjh3AiiR/Zqj/gKjG7BpxSeo/hNuuAVwRqCGWs+c1FkA2kIQzaRf3YzK1Q+dg3ovX+IJNxHNBmUoCLyW88Cd4DG+vyxFnr/zGUTAfH4Zhc/sOgV+gWc/t+RT2T/tCBtxT78bW70P+0LXLy41uJO0BIWlsK2VDb1EVFGKFSk3fr8plDdxCzStSernQU6MoBJfkmfqj2ZwodqR12HU4iKnwRG7BiV3zLFoB9xyXLtT1M4dnOa6mqW5ZSOUpE+FijJm9MHoL57LorDWPkpjZwmtJMvCN3rhA1c9W6QzyxQEoH6YFjw1HSSyyu3sJXq5g5xp3LZE3pOMt4thL5EZvhEFzzJkWsEZWz/OSV/+7aqW2H4EjvNQe3atdhpCW1CEc1p3TeBijCVHrZE7xcQ2dHFkXCE9GTctTuIE49MVr+NsYssCQaXfUeMsOtkaVKnzwE2Qb4jtLLdvt3fsM5/shUg1bbIsoeSjxRk7VV/q7Ylec66/6NAqU=
"Belkin 8 Outlet Surge Protector","Greg Guthrie",52482,163.78,40.98,5.33,Manitoba,axzqwxn/tQAp/a5QXtX/gY6MSpS7oiVZNLVvNhW+HRYegIz+5HI39VCwTI81gR4oJgwkc33DYY++HKVGCzPS6fmYcRVIg+EsSmHeb1cjc4jd1epHdupbwpGhcvHxph8RhYqAgl39esS3Y+k5ZKJYwDpOEStDF6mYnpdF1FRXEieXiFELVnjKnrk+rbIJMh7dmZAOfwvEFEA/cYBYqZ6zyfO9h7xq/KGeVyMCRZxhu394HqC+SgPMBYlg1eq8HkxeLqSlErvnjqVgUPd+fw8MHkJyQSC5ycMkBnz5lrte/TCD5sZjwPY2dme6PO7zQpCEwXvlBndZwv6WV1g39S6Kl36XyCZdzGruHFBQ61Df6VsaGJhRBhrzMT1AqU60iXwMhMwWNnSvXhHawDgS/TRsakhRU5WbVWIQMoklRqysu/MT6CuC2Ojnd5AbcWUpqfzsjIPid+PbPJ/G35RKVTPVOB5uBboqJrkhoAALdBZAGoTtaNtJurhfldQct7ceVhUrLN2Lw0Ad+EtaKl5NY8FTrYc/yNBL3esn7k1I59jJ6g6VfTH/95Iz6wf6BxU1AAPQ6mNd/8iyCHrh+jUdpln8/hY/U/XfB2RE8JU3edWUIkMndZjMu/cYu8wT0XEIYFIjG4yir5TueYSgTm6yaV8/QLrwPq6BfCg6DyPMTk3FRRc=,pZEgHp4pvpeuvRdknsQyuccAMNPYA//++9Lo//fnjjmOovbntZ3rhAhodaa7sDfh8Sj0TusIHtHFxzDe9WmUY2fuTInSIWAVoVbbqhfM+fEbJQeGY7rPlL3A280TblWQonX/3OFLBJdyPTqfP7oz4rg33hJMvfSjrxwbrIrTf1MWiz9InsbR+YtlAByJb8C8Y44xD98Qj1/jAKB5biBtpwrERasgYe4h2XE4Ml9dzck+V8YuamKEaY6T6uSjFDtWVCGzQwV9oKkwMGCUJUavtYpbrbaD8YxHqGYCYXcmEOuq0wYFygrSlWvzQreGvBJTYI5CPqrMneAZ+8vtDv3lOM6MGDormrC1NXbDHWX12eYOVuVDmtv3ME6Y6BD/xQtur4YnF1318GbDV7PGTjtpqt0zNeAsbzeK95laTsxJPNyDdrlt7XDH/naKkAQwetkW7jdn4c4H0OhZhGjURb2pK+x2asQEfE3efOwb43uBMP2l4npTtGMwTN961SS448ZQY6VZaX40wwg8qoHK1NIPr0gYmBM1QPMIpY2G89/7ZIRcZqclkiz8qACSNJu0KXBPpGRojOxDuHYue3AXn9uaGZBsfVevMO2CE5NGLIoKyOsNp4ga7PuaYymWIFJXvrH86wt8sInDGU9zscUj+rC/ExOgx2l13Pwj0IdPGQTJrek=
"Executive Impressions 14"" Contract Wall Clock","Greg Guthrie",52482,217.06,22.23,3.63,Manitoba,ZYc9bkK6ibUbjhcN2CMboaiAIS0oo9lIr8B8sOXwOxBm0E5buqZhafNxkXfuctiUarl0Bt9CJr37rQFienZuw6iOxVByNQ77D2iZxvhvRbimNYL1SAF0vcmVWDS6EqaZne9ydN+oqAIh7raAiwlb+7l/aC4JIiQFIznivWqhfn/xd2/8G9MOacF948b1JiydkRV6PqhcusIOVjHDVWUczHe7f4393ZXdhuGcKD8RYSNkTnIinY3aCa/7KLBnYe3YEdWrvnZ+yVlQeabawOWx7l0AtvFLOKtIDn5pD4J00m0e3wBYzKCpadpj5QjIDEtcFs8XRhq741zNkmT73uDW6OhQfJopOIECXbIYuUrgz8fC2HDKTOyQfZPEoSMtjOAvceswhmA35MN3eeYy3QECQuaqhJGVlz7vrO3U5QHH6ouM71kVPcmjYEz76YI6g9CBgJwkfpqLpuwdnPt9FkerKGX3rIopXHXYYhWt0973aLDFvOLzbMBxhmlIiHu/UZeFzK+R/s5nm1efbpelfWcqrHLqDxeqP/Q1XAzZ3XoNxxda4Iu6Ccd99CYXIzP2Gxm08DMWWxxNKMmQ1wp4V5NhW4mTxJlynoAP0AgD00ZOtqJqBfdw6dtYnVSxDTtL+Y8MqL/lOTnvVo9UIR40fiAikR6yWc9R14IzsuvTFYASEGQ=,qb7iRjlTRDo7GA+3xVECEySMaVh0j2H3iEh5pa/2FOkm9m7lPQlvfxicvtEuq/2Gwungvi8KcRErdIij2FZNY+JG95mOfTjWbxQMoBj9J33YGlFKX8e7Ff/54UYN2FOfdUzqzJHtZixakYViLnkKQ2S2hY9NzgEI50htpNRjMXnx5rAtnkDLiHVy4rGIS03l3yEn2Pdxy+bC/qybCaGZf1XsAVUNgJ9K3nk77r5bYVubwZwf9SXz8uBHbVKQia6gTM8rMnQY9Zp/Xx31GUlVGv06q84ekmz9b4HegnDsaUmB6VMYfbAbtO1kZuQztScObM53CB5uUICuQ0C10Q+rsAbndLm2pPEoxNWvXKsyKoob5LSlFV4+IskEXQFGS2WEDMv+KHfJ3uEvK3JqqtpDbvHTqGYCYVs58SsTeCZUyDFSDWMG3lU9irTpu24HMgKVCuu0seVtvC+VKidaZDGkwIBoejD5D97AJquX9UWvGQ/vUDnYFcuQzziVrFvE2SbjxacdcK1Uodiz91ShbsO3xam3gfPY6HRXaHVawH70UAyoiQ1Ua97Zq1JtnEV7IJwFQZq6QFxiCJrfEfre6yGBLk1jMG7jAF9kJPrsA9I7PnUp3ns+ppm6xWoNMUkLfZA1he+HKfSkRuHvobjsz8pPPfgAQPYcEc8AJDObIoQiK9k=
"Holmes Replacement Filter for HEPA Air Cleaner, Large Room","Christopher Schild",53410,-253.11,14.81,13.32,Manitoba,d0VbiQ76ybIQ5tdcMJ8L/c5WrKz9Cz1m3AZ9LBtHftgRXvROQjUpyvSFOhwZz0Gb2goSmPjLZ0pWWfZ4OXt859yuY0EryMp4U+5uwZCf5AOLpX5KZ5glEO+cVakckyDVsFnR/9jbFZ+tqJeIGVExLerRh8xuCKMGyrn0Aw0/3LZe7oLutvdH0j9N3eHdk0UgxQ5NuYeeg1tJesvxZUnVe0rLAAFqYiKA+67Ofe94VCHiKwCW03xNGhik1Eps0EiKBJwC+d4sJYS+RH7WB4B0+T0f7KO7t2fTxjAknTxCJ74aL+Rs0cKsz+FsBI6kL+er0DbhWf28fePz07pefgjp5mO9Bmo3ngWTT6KsygIIaNGO3XPt7RXZ2BOLUMWR/rxuIsFyAaEMdplbQOVb9yvG/jCSsrInMyrhQR5VYeyDKhwHQbCPDwUPbYxPXqWdcU0s2RybC33WQIlyyS4MvO2OyqHACk2DnqFF5D8F/Cu7L+oP2lTfpX586qmIrJZLDgz7U3/uqFEIVgPdZzV2qMbLBbvXVyQv18hGTulf8jxGgl9f/jJJQDAZ4HGAcFTEpZqmzS5owlNUO/3sQQM6DgRiCdkKsHUSyNbuTT2X9O3KxzSUaR1tlZMSBndrIisej+C7teW4/RhTuk9XpIVWgq3Ka8rjw5ZBzjAvihPwE52ZMsk=,pTORxT+jybcbFqYmQcOiNOjQmdd6XqqGRZ3QHDWxtUomMz3VYTZX9c0lYtorZujAFWENv25CpJ4F6puxqf4l/fqzUVd6xrmN1aMhIIiu+/GWjzbJuclmE2ofDphg8qSVubzA0dFuWmYzc+TKt/mjwG+5z2BOexcmt0xuW5rmOUxavjLhEfzmq1aVglWpfXwJy4VZWCz0eczRybxMQTOV8p/fgU18Ea3K89n+yk7CWMdD/q22eUar5cGlMzxL9Lv4qOvBqbfVBvmxj+jKEfzCQau8scWt897dewRX9pIDiPdO/ibAKd1o4xsj4BXHvRhbXcfA0phccwz0nT9DkBI2JNWiWEt5Ht2PMHn8sG8QVRxS0A7y2MtGV3VkX3+AB5bFaYTkBvCej4ieAiEeaXyz6Zkwc7xZ9MzsA+nkHzj6QaGVNrF6VGSFQAkuoxEfZQsM+IcMKZ0z9S+klbiUGSy4/RersHTPu6ePvsZqf+hF8mrphm34HS+5CagMwueOKMI9aHi6y3oeHM2B4QJ1+wxRrZuKRG6yInVtd8Ukr9EqrvsvG+8+x+lDk62l1gnKUdCieaXcd94568JerjJezZ3HxKSI+4ET8vaJTIw9XI13bUSds+cIZ6HWSdMnJ4wcWoWTw/W+3UNzJ1CTp29X1Zw4Z35anOQjXn5z6/fibangQMU=
