TASK,NAME,EMAIL,STATUS,CREATED_AT,UPDATED_AT,DELETED_AT,FILED1,FILED2
"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops","Greg Guthrie",51558,85.29,85.29,60,Manitoba,CCDpyXQTGqf0f3AgmKBbDABQluFegV8nekfLMzW6zjNyLNs7g4krAOBBCO/5HgHiTmjRjOjSU8Mw/rLCCmjWxBZgeWyXAJwIGZVG5Mryitmv3iWweur9u8WETbWXqe6imoXrZBPbL0TWOKnXvslmFtnOkR+P8shCjCsuk2rudPRXU1dyOTzfqX3ZLXm+EjzAcpnh6WCPwcA0ATp7QGMiHFcvkcMpggLeX+j7Ojz0YAVwWnqSNQZpxjSsILBhYnxLHddwMxZXwinWbJFa2G5kqUQw7a3Codn5u5+M65GNmnLoN+6V/vbC7dUcmmAV/ijfpuVwaTdQtuazhnxedqvz5j/Rvs/xDkwCGhKCQ3FLdMdskQtunebChqL4YPx+Fwk6typT5BPtfPdoh0YU4RGU1lguNCe3XzHzAvj3uz+NeMc0dxZ1PaF+6oD3OnDxm8/cJuNnFU0EFXwvLJ+T+Lc8BTV3AIRbeWRWsMIe5i98yUj5f6uDach2M4fgYB2Iry6UXTFgoOFnVx6PPIa/QJOJWeCT9dMrD50QaBochV3kgpko6pSWMm/fi2BrEEhbrW1vtn3ZuHQPo1psBp+4AtAnkw4dYt3WfI63obsWQnavpz9qmbKmvfNVoz68dmQ1mf9uxNxxKSHM22UXCUQ5gU1ScemG53XNvSEwm5/VB0xp3sY=,EVZe1O+WFYy7JQa7186tszzKc5k4ayDiqfjqGbI96/YjuetrU2G48LPSfPdkbRJdzv2rV5JoySGwGTte3dGMFD/vdnOvRCrXwHW/IpeVRE07cVtEKgTFUPxYrvlHHKoaUV/vWs78MGP5yt8wxY1oU8rSNnPzuC89ABNwQlnX1ylSC88NVfip/IEj+e4rjO62JRULCXTIS9wx3VA9URQbefIxIb2t8Qi61/ko/7DRpWUQvKLu7zd3Eku4bk9RSfMob1vphFiCgUzYqiUTDBWqQoMMvUn4nz0ZJtcQKbeQVUANrhwIS0KpliZRlnBBDLAu+eOvGlTbQp4QL+QQ8XCfEfd5fJ0aXw6lr4ZDzvof6sYHl1gpdilNf/UGD28gq7PacSgHE9mDhAHWFu8SBh1OHayXV/ceakHNrQ9/BYXKvmM8xWJ2zPee7OKuRfLZn28FsYrV/l1gwRr6IVnkU4UflKDter4A9R3/6DVNxtIJ0I0tRFs0gJ0NzgJ917+4j44wssepZCD6D+qitg6q4qMeAu/rs7Rx2f2+Z6LQ7OGCTuchHS8ZTad7ULGiejMAndwY71mB/RwcqmiQiGrx+4fzP93lKROjjmvMogOvVImUHRUq8tr1vr2QctWBgXRZEV/BWpvbVTifcv3T/O/pB03dTRpqGe1phzpyTqRre3N9gFc=
"ACCOHIDE� Binder by Acco","Carlos Soltero",52130,-39.96,4.13,5.34,Manitoba,medccFEGlYVXLf7sAxmnc6rM1G2ql9mswT4C8GtuYS8KrNlRQDhHmjvmIUKaojB+JfqRgZXWh/yctFlekwoFTokQggEETuIPuKmlJwzoKJ5WJGxUN2qIgJ3lnz9prS1qGibdxYpHrtfvQa5N3IL7/6MFqMwEJ+YRP29XPXSBZZa/+S1l7ptxfECGxCi/BRbsFvDwbjsVLJIvZbjUp9DNVs/9gCuy8vhnlpSZn9Py/W48L34OuY1aq8qOYdAeRwNLbh+nH2NHY9b4RSVIqBkcBz3gIdKxX0XD7uPUmtfU1ZwIevZDQZL8NJdLtoqXjfGVoI/I9j0QXd47XwYgcxrA3bkH+st7aIW/1Ub0QA6HkyiLyl4GyMp6DqwJzKQW4SOJ6zoqGa9BYo+K4xr+r+HBp++Ypm775xt7nr4m1sF66fVvKE3DCVEVQ3QNIOP2TKeBx8dUdHGE2kHh8+m3CkDtqxS7a/bsbeQEu8lj+UL0Fdh5USdy6tVoNctbB8UXv7uUUhcvq4rJFG4M6QZcaIIbqpJJy6y/zlLbYxhRG5EV2giAdkVX0tcyXFvrQnku3afhY0lgmgSuaQn4ja1tvfLIu+w4m3pwztyhjBuY7TGSR+f8EpoQ4/OOjHQyoem8lh6WGAVv4CHS9lGOmO+PN9AG+WzJJjmOBltSMoKH6/lE0Qo=,LOO6i/hCdjrgwvUpjNm7VSDesoaTkFurqq6LuFQDAjSxqlDOOkh1iPZQCmrvuqyasPMO/1e0NZ75JKjgFWK595iZDQhjmTiWstKXhUXu/9Rgbrp9/aCQndeu+Nq3PAgaSkr5psJM7910zTqJsR1P8NMjQioCe6r6abTYWndJPkrlaps3nMlbIlq6LIQMfCE1fw50O7PN7wl/JuHmlX7Xp7b+izD+NV+FbXqLdCbT7gqN0fDQydzk8ZOCxmgjEpk95/n6n4b3XMYtIb5xkYkAXK8STCxKbamD0lepQWz0d5qnSN9rl9URT05n1kPf9WpwqxocqiUvE1RxkH43gWjKGMT0yMs8LkwgtxIo72sCD3sQbU/1Ijgw1Xc7L7LnVlkli3eGzk9TBbvZ5t4cHA5MT09P87awXryNuJWsi2sopL0127kBJ5U3cfGety8CnQfg7+tS3LBmJeDiVrZZ5hKUtk7o+W6O7By7cOcxIQB70EWLvBY8EXQQPZG+UbGVBhn8tndRb2V6gpIJdv4U3aEVEZgKR5wDZQEHgLeRFwuSBHNguy3EITPryWrZe6A1x/xZWxbG61D7m7Zk8tjLzF8etQNtdrUrgl4bmjgLXmL9u+fC4LmqRECSoT/gPqiCCJPUWNfbhaIwElORQM8W1XJuhODO4ZvIOMLtgdL8MpaQqLo=
"Eldon Executive Woodline II Cherry Finish Desk Accessories","Carlos Soltero",52130,-4.01,40.89,18.98,Manitoba,VqUiaYC9peoP3b539c8yXfOSt41BADTdLF25VCM1zY+Y3NoBJlEcvGJCjRF8srOQ97f0H1QA+IzvEHICoqb9PAgFaJa7owIkgoJyZtKakwAH5V1zPmJALPky0YMvw1phPnnFt5ZzgzcSQlOlGbtRnFEx3eLd8z6+mqIC8ABk70TlqTfbr5PrmwOiTsrsAZVO1r95Iz2wk1c7CpEqac/m5QLvITZSCVSZbe1fyylJkv/jUdPKwrPfABm5vJEJElxu1S94nOgdkHBte27+t7WVYm/zafPyqorHBWzsMNGmC+N63u6CZxfp1y7LzRh2qj3WaBx0eUfDfUHVnJxY/az5R+QZtuhmtz/TX3X87wSlWyLXOde7KSR+Ik13Cwzz0EA3qKiFIEwXjUmeDZ6S75WsHtl9MTg7L3y73pMPrAsrnoWcq+31/moocYVCzhPxKZcN8WIn5QyH8ZN9r8bGL2eV0MTf1CRfMDIFsrPwXjrB0KhQGm3wV7F3Aw2YMIrxN1eJeYoNAIBwOUSICiQG4OE1w2m8SbeNJQSMj88za8DpC5v+xtQpI/XXiJwtSF0Z5jY31B3CRpGY0UOIEfjbJDRMYbeqoI8wWcB0uYptplb94NIiyS7vgcB0suF1lzJ/mBO059WcZM/s8/q4mYfA44r+OurL8czzclaT8px7y4wOAXU=,i3wcUQjURPKJN+m1Y1wBHB//eUlj9MHBBAO+pUqhk+f+dx0aa7OIRGqCiv7AsYQCp4Kelsg3//QTn3AR48pyKCZCcKwez8F7emcCC0n1EPq3viDrstJUiasSYAnaPyBn5VbBqtGaLAwrkcLmtCi9nhLzAI1bsq8magtiAe61MP+FTt29VK6BQVvPD9lfsfaRRzmRWyxsh+O346sx7aYLIJ7zsMddJxqqsx22M2BIsASEQOUHQf3T6UcablMaBCvJDpE/bbZWezMj3VYHl2KIzq5EfTw8GXl53dai7y32K3bTCPNr/lzgy1wVzAh6uJfXEVt7xL0VZKdiYub+GjHECF1hDdM/02wLorOJcq3zBl99Om/cCNbZpDrDo63MFUUWc0/FIZ2WD6YUFjl1vLgVVmnn7Y7Hcbqd0JoAtMSNz0f7MVw5z1q4iQ+yS8CgtuwFtkUwQLSDC2YE67hfUpK42kvbl3lHtDPhzfi0yQatBDdVx+nEHhRfMZWxgUKIw0Qqchf71VxvswrBnlS33UAV+0sbkqrWDLgCkkPOFqNv/KV64oidWCvsaDwh6CHFKjqLLh/WP20ZtAIkTyfpZZ6GwlyCLHIeiyss1+PHEC4w+BM1NBmk24PeoZllVZKkJQroWD79JcONOsfDvtDs5OgfeP3B7XMp2TjF/pjp2anxWHc=
"Belkin 8 Outlet Surge Protector","Greg Guthrie",52482,163.78,40.98,5.33,Manitoba,Fjy3c0StffAkToLBZ44ENWbLreIf5OtNYOLaRnaUNg3ejRUfT6Spc9oVRo4fisJroOZTA7pPFfhRT1JAeM1Odrm/0hIyUc1XpG8QcMquVT5kTvogpyKxgs7xvgfL2U4GA31V+EdtwW0ww3CCGLpOs7kNcKsDboC1L9FQfRsB/7Ql8f/pciERiGZfDomA8hdJbru+81HvVu32dj7pFvc1IQiI9ZLmJO2Imj8Ffmx69Ytv9n05HToDFJG7oHDLZbeDDxrN9ufQphmEmr131LF+EtlZck6FNKMaeD8R7DmjyShPj5IedVTDInpkjXVZShyeYFMBNuCqdJUvzaJCv/dp/pBr0HAT2EOea2PmiP4oIPE5st91iIhGRrSHccicPvKIUB2Z88vkY1R1KYbBW2KOo5MRDggbUn6VWO6LSicfU2GRMipZDhNpFWv9tx4qTTjOVO0fO1QtsDrZMBKGr1tZCajSJvJsnufOhLbZKcKqztsKGkv+XKG0AdQDUXC3WR1ZIcW0iVQ6mmEuDEsQJhytz/bnsmpedc20ZJ21/R9pl2pYOhi2AJevsVy6VCOkIkSWhSf48ZNArOsSi4CFwLdVgSTlwsSIXOOGy98MOCynPXnQIds+kft18Vm2OTaydF1Ey1+ePGVU+Bj0unVouGfbrUxVg0iUPc/oAIgloBJyWz0=,QK/w4mIRUxr1rTZz2AzpggiDl4n0x2juS9KC/Rr/DVciadfMt0b2wfil3qIpv/S7vx9s1JW+J7v9fc7ifcX4NPQypmxdl9svJTx9kIoUT6FN2D7tqK3Yd1Cz0pTWKqhELi+2I0xpMjvMusyGYp7XQ4pT8bKmJM8nj0FLgdM4XHAcxlEh+syhxVpPREKRnh8+1Hn9jgvUzsAZpPRlVJPAzwgY2zK9DhCqh0tvireIL2bzHfEMJDkEIlUKagnyp5+k9NGYp0COgXFMAeWBmvXlUu3nOjtMQeKSJmoy2wlHllCsLvmxu7mEjcnLEClt1s7/ddKZ8+gJ2ocOYbEJZaak/DQjHlr3MTzjQRkc78dNsXMAPccpapKIp0l5wPGJukiVckhf3zj2HUadCZW1IZWDORGWvdKpbd06tJEDZJpW0Oogex3rGCEUmdFxmEhRt9dG68ca+VTy5MXHiaMaUu0OZ8hkhhyvt/Viqp3+f9FuoLdCEMHCAitX85aMVVKmpMgdlJ1517RDX1SU1AkoehR79F6M1wAFcCGyCsDoruzFP+fZIHJwEc6m6WjV4Cu0Wuc3dR35D+QaXYtGxkwmbFsu5/NWh3/WY11JubkiFcedCY3TBemrOurE1Qg2UGCYda74hs/ENwTDXTvEBUsm4xJ4e9titgByGq4HoJBdtqKTKvA=
"Executive Impressions 14"" Contract Wall Clock","Greg Guthrie",52482,217.06,22.23,3.63,Manitoba,fWAuc29f76fBTMgUZLz0d1qmXB7Mrhbu32UWQjYJVu+xT8UDyu8I+Uny3OmG9+uM5EZaVsTI36TQNirdkeOlsPVtJ6odml3KzwRSiRpguTi8/ueV5veg0yS9xXpHfoo5fFQ6hq8aECIOm0W27GNGz1CiD4x8Fd77uoG57txnZf+OqPepB5OVrKMp6+gy52LkNeC1Tse9lJ4xByI7Cu5RnZfZOge5OOUqlglpAPJBxNYdOn28xfRNLa7f7l+EplFZqhn94s3Kiu9HRjTl0KRLN7WOcfdFgx/InvTYLVuLTPILgt+x1ZJ9p8PCje8QbPdO5RQoeM/+kkVuR2C+8QkTp8gz67AVqxWduZu0FnCyRZiQXnrFWwGQGtODPO0zQhPkJmekIRVIRZpL2Sg5wt94GA2kXHF3SNEK9AqOhcB49f16SZlBCRB9/0ZwOwZiRvGpRXmmtmvxs2qakyda8HTyQljQ1qsnXWy5Vgc5fxYP5LT/klDKpirQH3w6F9zaRxBSckY9kERzUR6y9gqXp2yJH+sG1gvfOX2sQo95HXRpd1wllc/gjbsxcqlK0or6q5DvD2GcnuN0SqB7xrOwKa+v23wAFnZQ65AR2VCJhUb3ZzKJ32/kQsaPj50yVma0tGDoPk/R5YoN1g21fblh0yEogxal5QMxekipi4lpXQra5WI=,GvmVawuQnrcGf7TKXXFRXGTqJFNuX1qA3tJgzoIxxQ69Xu7Xgmxx5qVU1F8e8liGpGCuT/JSFUCNMQq6Lf/vkmq7FLPEXTNOtPHUxN63dXZBTOp+9qpGVxWV1ysiirRsHIaWdooBCHutUawLKQHhvUV6+3PUy6U1yzaJfHEfVXUcE+B/Gm9smSo5xm+SjTB6gH4hwOazakqpQT77EN318/YnwIthZSOkqSC3WppQaRdInkLFEz4yBJ07WV4pNRwLhF8YwW+Mczfeomf8BZv4qMlcLg7+GCfpvRerVG15wwWvTl0BPSgJk0BYIX9Xl2Aw9e+nlWhXt+1AUBAAzbDD2UFI4BJHCRrpRYYCVnUgDhAf7ExHCNoM+pMawQ8L0+srjOn2y8sWhKpWSwTAOKi8y1e6MxSOj5MS4ZsgB8FWwL6AK7b/Xdk37GHcHO5YvHMGeMEochQhRC2hEDozd2ZTf/3Ea6934VD5Ln6SXevky9j5WwslGVBH4t4ckJ/TRDJPLx/Kp9o1JXleFvZPKlhVe12yDTea41XxVKyU63xL8FYzJ55zShCHxvcBTds0s3qlD4TUQIddj6dOBe49i/MzCdZkROmHHapAhSG3LbdIJ8oPOaNbh0/ceomgrk8iDfiqklUVdZ6jLdzdIW+iok8f3FNSg33gLBLDsOKY+8c4wUM=
"Holmes Replacement Filter for HEPA Air Cleaner, Large Room","Christopher Schild",53410,-253.11,14.81,13.32,Manitoba,OnwWTliBDyOJFwmC6Ws0+emTc4yfUrManXERTrHG5Io9cINfIEKN8oHSL81bQRG5ejwXoyZVS8nDPVjovwGLxEps7TcQ70b5tO9WCT6EhtYOvAbeUiAXK0dkgEHEfEPj1khk3dAvljw3CGe2ty19DNvpzIjXPz9m20gdkfzg07DQI+tITOCXwoipCoxHaUVrYHCqWdZAbrFXoFTILfwe4ppgw2MUXhNmA1PIeOIE+jlcz7Ws6wtgT0tfPXmUdbYEBosC8SxsBW3rR/XeE2P+2NApZ2i7qgA1lBfxP8dZA56CCz9Km/vEKH8rrmdiKNG5hg1WH5AdaA2Jw4noSED75pW7gW9hXbZB51ynsiXlZ2EIhqeYbRbcOinu/R6tjfc+VA7X6nZKNkVzzdKFXg0PGUNqiFgPVAtq3fJTJpz1508fxtDCymHlZqytbLinFuSlhvmfhZYvv8kE52AzS3zxT09QS1DQbcMLlfVyhwjajqxTa1sAPreRwSYOxBL/8qx9h+dGSsy4zrq6lN+OMMef2/3WL+xJRFKXD0rX3K2i5tEDI1An5kyuuZlX9lukrXf3sCSy07580wm7Lp63dJ52WKcbJAU4KsWlKHWMLGZTBiY15DJq1moftN/J7uo0jweEN3Y9NFVIa1PuqP2O7wI92prw8ibxxB0OgTp5NYSGb24=,Ovo2Ozsq+k+X2KqnmiCAHVLhKDBGCVej+q1XaLPVYrdfiZID/KibrnyAW/bT7oyxVNpqmxuYIKDDtShWySugV1pH6nEfm074/O+Z6B0sGY46cXLuNzahTS2cLq+IdVET9VMZ3zzlC79ExCKf5ZgkC9Tmb4af7KIlVlOW0pUxRTUE+kXelOES/BvP7x+NGc4z93IYYf3HisEMWL54RET47/OXaGuW5sNdUfl58mjgGWCXfklYTxOFvFcYppY9OpA7/Sn2VOPEMSsXl68/TkQExPGPaEJ3LAWF25YB++Bhw2LooG5wG5VPqN2v998nngNWTTrYUI8VS4sp7UoNerikOur8BCcL6sNet1ckqZhv8faYSj/PUpmjUwXjW9XyWWaLkT2c7O7+fWO7k2Z2/Sxf4nZWO+AfAvNsFFAMFYqusfQjmPl8JauRV41/U1BKCmwi1fkyHVJDc96SCWM+I2EiqHsahvcZ+C8Rhf17TpcY221fgc5YbaJx9PL1fxCD0rzVC8WRyB6ecSd/1nH9Rjiq721EtjoCemwjFHlXgAm6YnRE7ue9F7+zIYw2R7OHsT6UhdRTu5lUcrbOFcB+0Tac24JPVb3V7qKz0AX9roq7ZyrvnDcSP5woDfWh2kJMyNS3WyFMnzMXhPPlg3umJ9D20+Nkkdpr6qSgaRJjAzPqvCo=
"Bevis Steel Folding Chairs","Joy Smith",53477,-1207.18,95.95,74.35,Manitoba,C+JrPMurOGLB0Udjg+aDYUJuNEyJOJx5aNbL21Jk0GBkuG8rrqkO458db4ZvX3SefL5lGM4Y9pl2Oh3WtuG5eyhoQEz5YCN3XPsiXCpjZbqezoWdh+ug4hGhd6i7ygAoV/y+XvXCj41LUSoaX8hXavbNXufzeUPHNlW4TvpLFuNcWY/bCYcHlCF8r0pgJAJiF1/I3NaKc8zK4fbGvd+dTd2GpW0epBor42upE4TzWToYWUBSUS7kQ8h6NLHJk+V2FoHVKqp6YNmJY3Y/QoXyFFWm0kdoEMXULQijBVdP3n7743dJDsXyyFMasO+66xPAVRzHqDS+BNsgDfV8I1pY6hPFc9ZT5YqypIuSv358qF8TCBGm0yTnLkKtg7ZHaDm29UQeN2Y27cFFHDzxlLkfWKP/TybZb1/1qMdVEMLq6RCXClzTpJx5R47LOuoJzuDhe3BJS74LX86w43Ymi/qqm2LHKuvirYH4fpc2VTUnMhK8+QB0J5VvIgra7ZSGsiesridHKspQo1/3FEhGy8qMUJhwoLeUqUqT2F86tRA0cnQQ/thCQGjx/xay5u/LcG1yuqbt3Jq19FhXzLaoEU0BkaeaojhAf6ERZg6wFUZ334iJqCshuORej8ErTXCBAHt3ZuKyXC5tEtDlrx//fX+UNq0mn1VsoEiIcdLC8gwIVWw=,Ta9j+H2eV9+5Rc5WW9AisXUFxPQ/69voc+C5C6WnapUZhf5ZwRqAEOL921x2rtKPI9pAfTrokWUCKXFUgmbnW+0pstxzpn9RuQBWTgTeOxfHcwJrIcbG1yxDodAyWq33r6D20rhGAlJth0M83ZQU1qycLx2qFtlX1wbTD5hD9MiHvfflWL4302yMBtmD266pQS5qOM7wh/GZeN+3XQcYdsmvx8bnoT/gv9nUw8StFwXf1f9mGbd0Ni9zoW4wGTaKJptHCS9E1O6KU8OoM6BYZ/YqpYWhKhamtv89J/NRyt4K8q3vL2Z6o8jK7eiftr4BSFAIIxtlAOCJB8ZN/Zdi8Z1D29fEZtdxCIlHVNyfOEmxqolCerPif0zYKkZRfRs1fBSYl35YQaT2LKDxNDzEKU4m71h3U6B7GLlAPRYvuKkaRZBhJeW6zsuoZyKo4M3WvcGN3Ydl2ZqqKYlKwLduxGiGvcY2icOZc9nFVctoZOSrQTtmUcy4rZcQKsqVRZcbjAG1vLUeDd3EaKG+xQVTQvMWkSzYYYdh9iVyqk/Uz+7iSMf8w5CkQR0c/bHhka49728eytErhMCgX0PTIoKP6aHEEUGrA2USa4t4+0DwJEcs/zwxcC7o3WL1ToeqijCUORkJwH6R5r24itgcCFx5Jqt9vj2XakyXYF6VQ/uODes=
"Global Leather and Oak Executive Chair, Black","Joy Smith",53477,1261.44,300.98,64.73,Manitoba,fe7GAyse00mA0SbYJKydtADA8KBChIOz4qPZs8SRNrgyzhAiu067D9EYDwPztW7PomO2tRvSGs7czvrwI4SF6hm29MmkrYYjlVbzij7wrm0NP4S6Vk04nfXOiAAb64FcH8WTMQ2Altr95djCFE8i83xmra6Y88AvIyS1rDqljGUUcvW3M42DqzTTkwoJNb72ARRAuy6A1dqTJWIU6ToCR/45l6/s3Syi7wD1dpacOukWt46XdBFuyEQ5C/KQ+MbQJUMQg2i5jbbuITZzWYW+IbzRXxeW0hu5Zl5K7afPGJhNBVSYMzTP17KYQlxMkoDzVznmyq/iFjb4HriJU/UpxCxRtfaV5w3K0QQ7S24Vb6v5AettQ2Ob2OS98szAB57Hplg+RDHrhIzvgBUPkZNSLPzLcvOVi6ZUrpxtuhsbwBMF86aVUC3tMsmDQEJ0fCvsknHWUpWd5HKxXRCB+yWMpnWlvAcGYVXf6aGB7H/PGp7Ghkvu4ubDfZrm9ip67c/b/5gaIFylsnPzfJcwIUo1VooXrGn33/Q43tcXcZbFFL9gXDk9OxDTqJil9P5FGdT2YeI8uMVAkEmjb9tqZrNRWKPmAyPOxjTYYEE9DD2fAt2FRGVGj0WEr62QpBlyH2kh5sewDEBdsfdsojeD2mwYGP4DZehAIUSZ9pcj+teFa/U=,FkIg28IMGzJjmgYlZPcK3+BG1K2ClzxR9lVcKSjPP4G2J1Y/+4sUVUn8Wr7kIFa8/zhU37e0sCwUYmMYUBd+gzkKb9f7lahRmc2gSnps1g11LkPtn1uUacB0AiJL+pygoL/naE9F1bcCI+m2iRqp9N6f7P/416LUoj3xjzG4yV9IX85qxzx4yykQ3nPW1TCSnB6HfwFdc2GyhQpJQc56J4PnfeIREimsgkXo3AsIdRbD2Wq0YEEafpqBS57j/bxNS70D7x3+hprRlF5/84zOXIJtzQ8q2RN+H6rbQ6FTGpUA+Ni40tnd6/UT27Q9/R4XlsJKyZu9or4YCAGjhn0tXj266REr6RiO0RB/9q690lccpd+njA0n9X/S21x335MZ/i4Y4MEqBxFiiAA9zkWtdFNZXb3YLz/TdPKnVzYKBjXqQzLTKYKuX8au1ixeQXHsD1nt5LJWksXnnPP8atKhIR6vTkaBes26bJgcAqLzagrMINqaiTPozsATBGyoMalsJa0IQjnx8a20txlJVJO7tSazh6r2swHdrVcbf4wQyFNMi6tfW3yyHbIS8U06th4/QSMFT7H+rgVPhd7p9hGkYn6odonutD3GJbaqWJET8JfgrCFLuoVPMEjTKErNZa/XixPwmRzxgnBnOfSZxj90nIpLSQXkG3OO048iBkgbApY=
"Snap-A-Way� Black Print Carbonless Ruled Speed Letter, Triplicate","Joy Smith",53477,536.87,37.94,5.08,Manitoba,rIAnxwh5DdV2jxqsJ2smhvJ+IYPPeyfmcfwslaxl7sju2Ikvt+YU2WG2G+SXctPEQlzHXOtSVMwkSu8UFxBG3yk079whZ05V0JZpFEcTE0UsiigkOCyOtyJR5WDIGJBZIkVX7s4xOY2/mzCuQ9TvGd9R8JDEJeJXxOG4Hc/Jlwillkn8CL9LPTr/s6Y7Xmru6Zc8GTKEMKjI7KCiJp0KjuGx1U19abzRv7oE0Gyj3CJaD9h3qHbVQlJLd5rDt1Jks7kXDmwi9Nzs1cIsjwB2+hm2sXIBf9HF+Vld953zOy8Ium5WWa4LIegumiRelq7R2TPoaJ+/hLeOAvUCfG7a8ZgpVhze7yZ6gEwTtA8K9XPkNs6/gNl3vrgKI7YIOPHLFap3hivLPecQvnwGV3it0yw+2d+Gq54C2BUPtAKsuATQheHSRRB8ovhVqvgNH6YDM7nBfpFki3SFFrZHFvPHER/kMkdJZLrvPgKUAiIj9ZWR/AMPqzVXlR11Qy+RPk5zjuiN+6LnFst2c500yUmUhJuyzcfbh5yZjGTNUzSCrHE0si2nEHHq9b1u7eSMA4hH2QFxc3rvhsvbC0HTmU6/TZLqfSR+owL1b39BSHmtKRV3vZC3eY/fELkJJD+iHTetk2YmSs4zHSKg5vLuIwsropyen2ejwJp5a9JsFj5WxKY=,sh5xb0NsXuqqVUARu1CtL5orExK2CdjnY/dcChGZosQq+bYd1kz/ItyPKlRwcfBuX0QCYA+/aNLlco39XKjQCxbbwb60pgwBwb8/CisF7MnfL5LusYxp/ZD6LBltd4bESrxDGlVwky6l51JcE4/VR3DpkLz7ESnLuZui6R6lgR/3HkKLdFifByaXUJljJgzn8a+2nppnF8PU73DQj/3LbHRuU2OsIOKkuK8wkNfhqQ4kqj5ec91wEy3rRfpEUE4hp9+zezsC3AucuABKlJPiwrZeMij2qFlXbxTjjQR13pQny9zpQGoUx+rujBvPPr8JT3aayTu5X8NE9PPPuYXw2IsqhpwX7gNKNwZcpSS8lHmQD0kMRHCoyzLExWBfTJ75V8D/RYvPP+Ax7drNLky1Zt7dF8UV4A5mhCKrEwXLJ2QlWEAlsgJnocWsm4W5SQBGU86PPBVvVrTcJn3aSHMGVsxyGgpX0b1+v86GuoHk/R5re7KkpHripH6ui4TyICI4epddB68ZKqzZE7qy9RHgHzuGBfHoyXJ4RJsG/gGNOIs1ePWUBNw2I0rfExzz3paq6OVQLtqllP8MvJPqYsFZlmPOVGze+uNGV2pvv+0yyfcx5YLMxaFS2YjMsqzlvscXbRnRunPjQzj+bHmfQgTQJ6AO1KinKRucA0ocgalHTlo=
"Fellowes Super Stor/Drawer� Files","Joy Smith",53477,610.9,161.55,19.99,Manitoba,bxVPmY0/RTwHqsGrzBFKYK4/XS/BhdadoaTImybIaaStnZ5tlO1s4jXATp+N7d0+2p7/iQWuGif/PLaWjGbQUQu4gbUH0RkdQZGcT+4ly39Ll0+max76lqCFpph9NGai0FCFUdBJNdpUfsPxIP+m0oyYPxfSwPK92H296u+GjGYdFrbGncmgXqVWXtWo+1aktSL2PDB6Hg1q+NjQtTYNoef2vsAyXRNO0iuLOT2TiI2MDWHHAGWrYTgO4C/kQI/WRFqAEt0XDn2dm46zSk3w3y5kLR5zUWrMjJqqObgKWfmk9GlZClRStf/r+EU69HB79udHv969V31cg6D+EsLEsI0JsG4L2mpYyBukDPLn6twfpkUdXzhPlOsvAKk5qKWRygD4YqWH4fxqJ3eAvXr7lkIIi1REmbY4vYJA2m78Tcr9uDZGZey/CbB3h2LPDupsARuMj0OdlLEfYlPBmFBU50RlJZZk0WmXCu6nnTGkvdJY6nSXJKZX5M/1Rtf8kYzCz/4PCdM17/RrMu/dFnRM3MjEPP45byakJzS/Y+Vop3QNCm3Avr5ZcyRaSFPJzlX9wN6y+UXF9EU29CKQ4kR0J4m1rrZPJ4BbyyYw8MF+RptfBRZ717BDiQuubYkbYLJ5EYFcfhSuZ8QNDlFaZBGjn+8H1F5cgr1M1iHWrdpn87k=,moFDB1W9YOFHAbcb05kwsgJbtlTPbRpYbftdYsz3k0uHuGw5nmdW8H160/eU4s4Yh2l5yKIhKF1BvLu+r0pnz5+Plg5me8ioqTzxi8Qnt4hAkClhW7A2mv2C3MiMnZnszE3i24DFG3EYdeMN1Z/BuyoJO3Urv9O4LfJWpIyJdSTv67Y1NhwL6yj9JKygO8SkT3iVcOPco35kQiAACyUY4X9ZVmuk9Xm38zrZ//nfSeP5l4zyNCgNq6ph3ReLj+FmIfYA7yKmeHONZmJedDIowlf1NhoEBmEVK6VXlE6G6EYFRs+MPOmegQD9wt8hrUY6egQHI4MZRVsz3hZUKpviYwB3fmo6Fvu5xINhKR5G3ICxDhj69RUjdSVJr9LOvGg+W4HLhjQh+z0zKjj4IIZyZ8aGIOXcWQVpiPRlgFnaVVmp3BzffCLN3w40XYmVB67LiJRHOU8CiqREXSojjMiKWBZFRqCYjh2SHWMoHDDKdmfgP/LpLWVy8UHQK+mo9k/I9LN/yQw/YAH51CCXaGtnraS0zOoOyOvJLQtczNcouMFqv+WmrkHyAKD2BKGZv6RyxRGnG+OjF1cAjs1BxuHn1cGNsSwc0ez6oCcDSRf4NS9hcELdnBFU2uA6g7K1xZNaTBnaAUyEY7mbkhRVk3Lxypb/aklE7KPUKuuUMInS+9g=
