TASK,NAME,EMAIL,STATUS,CREATED_AT,UPDATED_AT,DELETED_AT,FILED1,FILED2
"Sharp 1540cs Digital Laser Copier","Erica Bern",24388,-704.66,549.99,49,,,
"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter","Jack Lebron",24451,-564.74,68.81,60,,,
"Wilson Jones Impact Binders","Filia McAdams",24806,-57.99,5.18,5.74,,,
"GBC DocuBind 200 Manual Binding Machine","Jack Lebron",24965,580.15,420.98,19.99,,,
"Deflect-o SuperTray� Unbreakable Stackable Tray, Letter, Black","Jack Lebron",24965,330.63,29.18,8.55,,,
"Sanford Liquid Accent Highlighters","Giulietta Baptist",25154,13.84,6.68,1.5,,,
"Holmes Harmony HEPA Air Purifier for 17 x 20 Room","Joy Smith",25315,3506.24,225.04,11.79,,,
"SANFORD Liquid Accent� Tank-Style Highlighters","Joy Smith",25315,4.34,2.84,0.93,,,
"Hon iLevel� Computer Training Table","Joy Smith",25315,-1048.25,31.76,45.51,,,
"Eldon� 200 Class� Desk Accessories, Burgundy","Greg Guthrie",25376,-31.83,6.28,5.29,,,
"80 Minute CD-R Spindle, 100/Pack - Staples","Carlos Soltero",26240,439.77,39.48,1.99,,,
"3M Hangers With Command Adhesive","Carlos Soltero",26240,12,3.7,1.61,,,
"X-Rack� File for Hanging Folders","Harold Engle",26791,-48.2,11.29,5.03,,,
688,"Erica Bern",28836,2342.21,195.99,4.2,,,
"Ibico EB-19 Dual Function Manual Binding System","Erica Bern",28836,170.08,172.99,19.99,,,
"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case","Hilary Holden",28995,73.19,30.98,5.76,,,
"Southworth 25% Cotton Premium Laser Paper and Envelopes","Hilary Holden",28995,80.92,19.98,8.68,,,
"Timeport L7089","Jack Lebron",29121,575.33,125.99,7.69,,,
"Safco Contoured Stacking Chairs","Filia McAdams",29319,1151.69,238.4,24.49,,,
"Canon PC-428 Personal Copier","Filia McAdams",29319,983.55,199.99,24.49,,,
"Staples Standard Envelopes","Greg Guthrie",29382,78.96,5.68,1.39,,,
"12-1/2 Diameter Round Wall Clock","Greg Guthrie",29382,35.09,19.98,10.49,,,
"Lexmark Z55se Color Inkjet Printer","Harold Engle",29445,415.55,90.97,28,,,
"Binder Clips by OIC","Philip Brown",29762,0.78,1.48,0.7,,,
"Avanti 4.4 Cu. Ft. Refrigerator","Helen Abelman",30048,433.63,180.98,55.24,,,
"Fellowes Smart Surge Ten-Outlet Protector, Platinum","Hilary Holden",30243,650.56,60.22,3.5,,,
"Canon PC-428 Personal Copier","Hilary Holden",30243,340.88,199.99,24.49,,,
"Aluminum Document Frame","Christopher Schild",30372,-7.39,12.22,2.85,,,
"Wausau Papers Astrobrights� Colored Envelopes","Carlos Soltero",30499,5.66,5.98,2.5,,,
"Newell 312","Carlos Soltero",30499,42.34,5.84,1.2,,,
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue","Erica Bern",32199,-99.76,4.91,4.97,,,
"Canon imageCLASS 2200 Advanced Copier","Erica Bern",32199,-3061.82,3499.99,24.49,,,
"Newell 312","Erica Bern",32199,-0.01,5.84,1.2,,,
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables","Erica Bern",32327,-1430.45,550.98,147.12,,,
"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus","Joy Smith",32676,523.43,45.19,1.99,,,
"KF 788","Joy Smith",32835,-19.44,45.99,4.99,,,
"Imation Neon Mac Format Diskettes, 10/Pack","Christopher Schild",32869,-82.83,8.12,2.83,,,
"Deflect-o EconoMat Nonstudded, No Bevel Mat","Christopher Schild",32869,25.04,51.65,18.45,,,
"Sanford Liquid Accent Highlighters","Christopher Schild",32869,-7.51,6.68,1.5,,,
2180,"Christopher Schild",32869,930.99,175.99,8.99,,,
"Sharp AL-1530CS Digital Copier","Evan Minnotte",33763,-234.79,499.99,24.49,,,
"Executive Impressions 14"" Contract Wall Clock","Christopher Schild",34048,-10.74,22.23,3.63,,,
"*Staples* Highlighting Markers","Greg Guthrie",34275,26.66,4.84,0.71,,,
"Boston 19500 Mighty Mite Electric Pencil Sharpener","Harold Engle",34438,-30.72,20.15,8.99,,,
"Xerox 1995","Philip Brown",34880,-62.43,6.48,5.19,,,
"Self-Adhesive Ring Binder Labels","Carlos Soltero",34978,-269.91,3.52,6.83,,,
"Catalog Binders with Expanding Posts","Jennifer Braxton",35141,469.28,67.28,19.99,,,
"*Staples* Packaging Labels","Dan Reichenbach",35300,7.15,2.89,0.49,,,
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting","Dan Reichenbach",35300,126.03,41.32,8.66,,,
"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""","Dan Reichenbach",35300,29.62,8.95,2.01,,,
"9-3/4 Diameter Round Wall Clock","Carlos Soltero",35558,-22.12,13.79,8.78,,,
"Logitech Cordless Elite Duo","Carlos Soltero",36293,250.47,100.98,7.18,,,
"Xerox 220","Carlos Soltero",36293,-94.79,6.48,7.49,,,
"Logitech Cordless Elite Duo","Giulietta Baptist",36516,51.3,100.98,7.18,,,
"Canon Image Class D660 Copier","Jack Lebron",36677,-734.33,599.99,24.49,,,
"12 Colored Short Pencils","Guy Armstrong",37185,-13.27,2.6,2.4,,,
"Avery Legal 4-Ring Binder","Hilary Holden",37888,274.9,20.98,1.49,,,
"Hoover� Commercial Lightweight Upright Vacuum","Jack Lebron",38310,-141.76,3.48,49,,,
"Colored Envelopes","Erica Bern",40327,-20.27,3.69,2.5,,,
"Xerox 1953","Erica Bern",40327,-123.87,4.28,5.74,,,
"GBC DocuBind 200 Manual Binding Machine","Harold Engle",40480,3049.45,420.98,19.99,,,
"DAX Natural Wood-Tone Poster Frame","Harold Engle",40480,221.81,26.48,6.93,,,
"Staples Standard Envelopes","Jim Sink",40800,26.11,5.68,1.39,,,
"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb","Jennifer Braxton",40835,-8.08,15.01,8.4,,,
"Keytronic Designer 104- Key Black Keyboard","Jennifer Braxton",40835,-326.97,40.48,19.99,,,
"Recycled Eldon Regeneration Jumbo File","Jennifer Braxton",40835,-6.68,12.28,6.13,,,
"GBC Standard Plastic Binding Systems Combs","Joy Smith",40871,-5.53,8.85,5.6,,,
"Office Star Flex Back Scooter Chair with White Frame","Joy Smith",40871,-157.63,110.98,30,,,
"Xerox 1941","Harold Engle",41570,1037.55,104.85,4.65,,,
"Global Deluxe Stacking Chair, Gray","Philip Brown",41991,133.3,50.98,14.19,,,
"DAX Clear Channel Poster Frame","Philip Brown",41991,68.44,14.58,7.4,,,
"Tenex B1-RE Series Chair Mats for Low Pile Carpets","Philip Brown",41991,256.66,45.98,4.8,,,
"Belkin 105-Key Black Keyboard","Giulietta Baptist",42400,11.55,19.98,4,,,
"Micro Innovations 104 Keyboard","Giulietta Baptist",42400,-168.95,10.97,6.5,,,
"GBC Imprintable Covers","Paul Gonzalez",42754,32.19,10.98,5.14,,,
"GBC Laser Imprintable Binding System Covers, Desert Sand","Logan Haushalter",42918,30.48,14.27,7.27,,,
"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case","Logan Haushalter",42918,-54.58,9.49,5.76,,,
"Hon Multipurpose Stacking Arm Chairs","Filia McAdams",42944,1061.61,216.6,64.2,,,
"Executive Impressions 14""","Carlos Soltero",44037,326.43,22.23,5.08,,,
Accessory2,"Carlos Soltero",44037,557.6,55.99,1.25,,,
"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS","Erica Bern",44387,475.26,29.89,1.99,,,
"Southworth 25% Cotton Antique Laid Paper & Envelopes","Erica Bern",44387,-6.71,8.34,4.82,,,
"Bevis 36 x 72 Conference Tables","Greg Guthrie",44576,-189.35,124.49,51.94,,,
"Xerox 1936","Dan Reichenbach",45601,267.64,19.98,5.97,,,
"Eldon� 400 Class� Desk Accessories, Black Carbon","Jim Sink",45606,-124.25,8.75,8.54,,,
"Dixon My First Ticonderoga Pencil, #2","Jim Sink",45606,-8.38,5.85,2.27,,,
"Durable Pressboard Binders","Carlos Soltero",46119,15.27,3.8,1.49,,,
"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book","Carlos Soltero",46119,57.31,7.98,1.25,,,
"Bretford �Just In Time� Height-Adjustable Multi-Task Work Tables","Carlos Soltero",46119,-575.35,417.4,75.23,,,
"Array� Parchment Paper, Assorted Colors","Chuck Magee",46756,-22.45,7.28,11.15,,,
"Avery Durable Poly Binders","Philip Brown",47714,-125.36,5.53,6.98,,,
"Dana Swing-Arm Lamps","Hilary Holden",47846,-9.45,10.68,13.04,,,
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle","Hilary Holden",47846,631.99,110.98,13.99,,,
"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped","Hilary Holden",47846,1581.93,105.98,13.99,,,
"HP Office Paper (20Lb. and 87 Bright)","Hilary Holden",47846,-120.08,6.68,6.93,,,
"Bionaire Personal Warm Mist Humidifier/Vaporizer","Greg Guthrie",47876,58.08,46.89,5.1,,,
270c,"Jennifer Braxton",48067,695.06,125.99,3,,,
"T28 WORLD","Jennifer Braxton",48067,630.7,195.99,8.99,,,
"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes","Erica Bern",48199,279.74,15.74,1.39,,,
"CF 888","Jim Sink",49029,2549.4,195.99,3.99,,,
"GBC Standard Therm-A-Bind Covers","Noah Childs",49216,-45.82,24.92,12.98,,,
"Epson LQ-570e Dot Matrix Printer","Noah Childs",49216,-172.48,270.97,28.06,,,
"Staples Premium Bright 1-Part Blank Computer Paper","Noah Childs",49216,30.63,12.28,6.35,,,
"Okidata ML390 Turbo Dot Matrix Printers","Evan Minnotte",49990,501.51,442.14,14.7,,,
"Hon Metal Bookcases, Black","Guy Armstrong",50081,-88.75,70.98,26.74,,,
"24 Capacity Maxi Data Binder Racks, Pearl","Guy Armstrong",50404,905.57,210.55,9.99,,,
"Lesro Round Back Collection Coffee Table, End Table","Guy Armstrong",50404,-367,182.55,69,,,
"PC Concepts 116 Key Quantum 3000 Keyboard","Chuck Magee",50784,-130.88,32.98,5.5,,,
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue","Greg Guthrie",50850,578.14,40.98,7.47,,,
"Bretford �Just In Time� Height-Adjustable Multi-Task Work Tables","Greg Guthrie",50850,-634.87,417.4,75.23,,,
Accessory17,"Carlos Soltero",51075,-160.68,35.99,5,,,
"Telescoping Adjustable Floor Lamp","Greg Guthrie",51461,-97.54,19.99,11.17,,,
"Xerox 1898","Greg Guthrie",51558,-87.27,6.68,6.92,,,
"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops","Greg Guthrie",51558,85.29,85.29,60,,,
"ACCOHIDE� Binder by Acco","Carlos Soltero",52130,-39.96,4.13,5.34,,,
"Eldon Executive Woodline II Cherry Finish Desk Accessories","Carlos Soltero",52130,-4.01,40.89,18.98,,,
"Belkin 8 Outlet Surge Protector","Greg Guthrie",52482,163.78,40.98,5.33,,,
"Executive Impressions 14"" Contract Wall Clock","Greg Guthrie",52482,217.06,22.23,3.63,,,
"Holmes Replacement Filter for HEPA Air Cleaner, Large Room","Christopher Schild",53410,-253.11,14.81,13.32,,,
"Bevis Steel Folding Chairs","Joy Smith",53477,-1207.18,95.95,74.35,,,
"Global Leather and Oak Executive Chair, Black","Joy Smith",53477,1261.44,300.98,64.73,,,
"Snap-A-Way� Black Print Carbonless Ruled Speed Letter, Triplicate","Joy Smith",53477,536.87,37.94,5.08,,,
"Fellowes Super Stor/Drawer� Files","Joy Smith",53477,610.9,161.55,19.99,,,
"Logitech Cordless Navigator Duo","Joy Smith",53508,149.64,80.98,7.18,,,
"Sharp EL500L Fraction Calculator","Joy Smith",53508,-32.42,13.99,7.51,,,
"White GlueTop Scratch Pads","Joy Smith",53508,1.06,15.04,1.97,,,
"Fellowes Strictly Business� Drawer File, Letter/Legal Size","Guy Armstrong",53703,-34.79,140.85,19.99,,,
"Eureka Sanitaire � Multi-Pro Heavy-Duty Upright, Disposable Bags","Brian Moss",54115,-80.05,4.37,5.15,,,
"Cardinal Holdit Business Card Pockets","Brian Moss",54115,-89.42,4.98,4.95,,,
Accessory36,"Logan Haushalter",54437,-311.05,55.99,5,,,
T193,"Guy Armstrong",54501,481.7,65.99,4.99,,,
"Sharp EL500L Fraction Calculator","Guy Armstrong",54501,-33.03,13.99,7.51,,,
"Tennsco Commercial Shelving","Guy Armstrong",54501,-1195.29,20.34,35,,,
T39m,"Christopher Schild",54753,1380.32,155.99,3.9,,,
"Tennsco Industrial Shelving","Jim Sink",55138,-628.38,48.91,35,,,
"Office Star Flex Back Scooter Chair with Aluminum Finish Frame","Carlos Soltero",55271,-210.14,100.89,42,,,
"Colored Envelopes","Jennifer Braxton",55331,-8.24,3.69,2.5,,,
Accessory13,"Brian Moss",55618,479.95,35.99,1.25,,,
"Xerox 197","Harold Engle",56645,65.82,30.98,17.08,,,
"Bretford CR4500 Series Slim Rectangular Table","Harold Engle",56645,3277.57,348.21,40.19,,,
"Xerox 1976","Carlos Soltero",56803,-103.27,6.48,5.9,,,
"Hon 2090 �Pillow Soft� Series Mid Back Swivel/Tilt Chairs","Hilary Holden",57159,-635.65,280.98,57,,,
"Hammermill Color Copier Paper (28Lb. and 96 Bright)","Hilary Holden",57159,-214.39,9.99,11.59,,,
"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb","Logan Haushalter",57507,-19.68,15.01,8.4,,,
"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut","Guy Armstrong",57922,-287.28,6.84,8.37,,,
"Serrated Blade or Curved Handle Hand Letter Openers","Erica Bern",58117,-62.84,3.14,1.92,,,
"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box","Logan Haushalter",58278,2093.7,99.23,8.99,,,
Accessory4,"Logan Haushalter",58278,-434.56,85.99,0.99,,,
"Hon GuestStacker Chair","Harold Engle",58502,1009.38,226.67,28.16,,,
"Belkin ErgoBoard� Keyboard","Christopher Schild",58788,43.72,30.98,6.5,,,
"TOPS Money Receipt Book, Consecutively Numbered in Red,","Helen Abelman",58947,102.58,8.01,2.87,,,
"Xerox 1989","Helen Abelman",58947,-67.79,4.98,5.02,,,
"GE 4 Foot Flourescent Tube, 40 Watt","Jack Lebron",59074,70.8,14.98,8.99,,,
"Bush Westfield Collection Bookcases, Fully Assembled","Jack Lebron",59233,-160.46,100.98,35.84,,,
"Nu-Dell Leatherette Frames","Jack Lebron",59233,7.69,14.34,5,,,
"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray","Giulietta Baptist",59425,717.12,83.1,6.13,,,
"Snap-A-Way� Black Print Carbonless Ruled Speed Letter, Triplicate","Giulietta Baptist",59425,741.27,37.94,5.08,,,
"Xerox 1994","Jim Sink",59750,-66.05,6.48,5.74,,,
"Dixon Ticonderoga Core-Lock Colored Pencils","Julie Creighton",35,60.72,9.11,2.25,,,
"CF 688","Julie Creighton",35,48.99,155.99,8.99,,,
"Fellowes Staxonsteel� Drawer Files","Sanjit Chand",294,489.02,193.17,19.99,,,
"Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop","Matt Collins",450,109.33,34.58,8.99,,,
"Hanging Personal Folder File","Matt Collins",450,-211.13,15.7,11.25,,,
"Memorex 4.7GB DVD+RW, 3/Pack","Matt Collins",1028,-28.46,28.48,1.99,,,
3285,"Matt Collins",1028,-60.39,205.99,5.99,,,
"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book","Justin Knight",1314,-7.61,9.27,4.39,,,
"Office Star - Task Chair with Contemporary Loop Arms","Rob Haberlin",2279,205.83,90.98,30,,,
"Acco Perma� 3000 Stacking Storage Drawers","Rob Haberlin",2279,52.53,20.98,5.42,,,
"80 Minute CD-R Spindle, 100/Pack - Staples","Rob Haberlin",2465,271.87,39.48,1.99,,,
"Avery 479","Rob Haberlin",2530,4.58,2.61,0.5,,,
"Fellowes Bankers Box� Staxonsteel� Drawer File/Stacking System","Rob Haberlin",2883,177.66,64.98,6.88,,,
"Imation Printable White 80 Minute CD-R Spindle, 50/Pack","Christina Vanderzanden",3362,734.75,40.98,1.99,,,
"Eldon� Gobal File Keepers","Christina Vanderzanden",3362,-109.1,15.14,4.53,,,
"Kensington 7 Outlet MasterPiece� HOMEOFFICE Power Control Center","Matt Collins",5318,195.16,131.12,0.99,,,
2160i,"Matt Collins",5318,1196.37,200.99,4.2,,,
"Sharp AL-1530CS Digital Copier","Sanjit Chand",5988,-379.29,499.99,24.49,,,
"Seth Thomas 13 1/2"" Wall Clock","Matt Collins",6115,78.86,17.78,5.03,,,
"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats","Justin Knight",6337,-912.08,70.71,37.58,,,
"Bretford Rectangular Conference Table Tops","Justin Knight",6337,-261.61,376.13,85.63,,,
"Wirebound Voice Message Log Book","Rob Haberlin",6434,14.49,4.76,0.88,,,
"80 Minute CD-R Spindle, 100/Pack - Staples","Lena Cacioppo",7136,88.72,39.48,1.99,,,
"Avery 493","Lena Cacioppo",7136,17.05,4.91,0.5,,,
"O'Sullivan Manor Hill 2-Door Library in Brianna Oak","Kimberly Carter",7489,552.97,180.98,23.58,,,
"Novimex Swivel Fabric Task Chair","Gene Hale",7968,-270,150.98,30,,,
"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack","Christina Vanderzanden",8227,-43.21,4.77,2.39,,,
"Project Tote Personal File","Matt Collins",9123,-108.28,14.03,9.37,,,
"3M Organizer Strips","Sally Knutson",9792,-73.14,5.4,7.78,,,
"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack","Kimberly Carter",9860,-73.66,7.28,3.52,,,
"Sanford Colorific Colored Pencils, 12/Box","Christina Vanderzanden",10310,9.59,2.88,1.01,,,
R380,"Christina Vanderzanden",10310,-655.42,195.99,3.99,,,
"Xerox 1899","Kimberly Carter",10369,-12.38,5.78,4.96,,,
"Imation IBM Formatted Diskettes, 100/Pack","Kimberly Carter",10369,-95.54,28.48,8.99,,,
"Barrel Sharpener","Rob Haberlin",10692,-69.91,3.57,4.17,,,
2160i,"Rob Haberlin",10692,2369.84,200.99,4.2,,,
A1228,"Rob Haberlin",10692,-457.16,195.99,8.99,,,
"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black","Justin Knight",11553,-517.17,52.99,19.99,,,
"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled","Justin Knight",11553,-429.86,100.98,57.38,,,
Accessory34,"Justin Knight",11553,365.42,85.99,0.99,,,
"Bagged Rubber Bands","Christina Vanderzanden",11776,-14.1,1.26,0.7,,,
"Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright)","Marina Lichtenstein",11782,-63.72,4.98,4.75,,,
"Panasonic All Digital Answering System with Caller ID*, KX-TM150B","Marina Lichtenstein",11782,14.35,66.99,13.99,,,
"Wilson Jones� Four-Pocket Poly Binders","Justin Knight",12199,-10.73,6.54,5.27,,,
"Dual Level, Single-Width Filing Carts","Justin Knight",12199,3051.62,155.06,7.07,,,
"Economy Binders","Gene Hale",14275,-7.73,2.08,1.49,,,
"Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms","Gene Hale",14275,-187.75,160.98,30,,,
"X-Rack� File for Hanging Folders","Gene Hale",14535,-33.82,11.29,5.03,,,
"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS","Rob Haberlin",15329,319.52,29.89,1.99,,,
"Newell 323","Gene Hale",15621,-13.95,1.68,1.57,,,
"Eldon Portable Mobile Manager","Gene Hale",15621,-136.2,28.28,13.99,,,
"Avery Binder Labels","Michelle Arnett",17826,-88.61,3.89,7.01,,,
"Eldon Jumbo ProFile� Portable File Boxes Graphite/Black","Sally Knutson",17926,-70.04,15.31,8.78,,,
"Master Giant Foot� Doorstop, Safety Yellow","Rob Haberlin",18247,27.22,7.59,4,,,
"Newell 315","Justin Knight",18471,46.41,5.98,0.96,,,
"Kleencut� Forged Office Shears by Acme United Corporation","Justin Knight",18471,-8.02,2.08,2.56,,,
"Xerox 1983","Justin Knight",18471,-47.12,5.98,5.46,,,
T61,"Lena Cacioppo",19813,218.73,45.99,2.5,,,
"Avery Poly Binder Pockets","Seth Vernon",20322,-183.36,3.58,5.47,,,
"Bush Westfield Collection Bookcases, Fully Assembled","Seth Vernon",20322,-129.53,100.98,35.84,,,
"Xerox 196","Seth Vernon",20322,-72.28,5.78,7.96,,,
"Nu-Dell Leatherette Frames","Gene Hale",20422,115.21,14.34,5,,,
"Colored Envelopes","Luke Weiss",20448,6.84,3.69,2.5,,,
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue","Justin Knight",21892,-18.34,4.91,4.97,,,
"Eldon Simplefile� Box Office�","Rob Haberlin",22980,-27.92,12.44,6.27,,,
6190,"Julie Creighton",23907,-164.46,65.99,2.5,,,
"Panasonic KX-P3200 Dot Matrix Printer","Sanjit Chand",24064,935.8,297.64,14.7,,,
"Wilson Jones DublLock� D-Ring Binders","Justin Knight",24132,-4.49,6.75,2.99,,,
"Wilson Jones Hanging View Binder, White, 1""","Justin Knight",24132,-101.25,7.1,6.05,,,
"Fellowes Basic 104-Key Keyboard, Platinum","Justin Knight",24132,-1.88,20.95,4,,,
"Ibico Recycled Linen-Style Covers","Justin Knight",24132,339.75,39.06,10.55,,,
"Self-Adhesive Ring Binder Labels","Justin Knight",24132,-57.75,3.52,6.83,,,
"Tenex File Box, Personal Filing Tote with Lid, Black","Justin Knight",24132,-47.97,15.51,17.78,,,
"1726 Digital Answering Machine","Luke Weiss",24576,24.56,20.99,4.81,,,
"DAX Clear Channel Poster Frame","Luke Weiss",24576,38.02,14.58,7.4,,,
"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples","Christina Vanderzanden",25248,29.21,8.33,1.99,,,
"Xerox 1891","Christina Vanderzanden",25248,418.19,48.91,5.81,,,
"Xerox 220","Lena Cacioppo",25475,-191.49,6.48,7.49,,,
"Computer Printout Paper with Letter-Trim Perforations","Seth Vernon",26978,-21.2,18.97,9.03,,,
"Wausau Papers Astrobrights� Colored Envelopes","Sanjit Chand",27105,39.63,5.98,2.5,,,
"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock","Sanjit Chand",27105,26.21,10.4,5.4,,,
"Belkin MediaBoard 104- Keyboard","Julie Creighton",28068,-43.96,27.48,4,,,
"Executive Impressions 12"" Wall Clock","Sanjit Chand",28802,51.36,17.67,8.99,,,
"Southworth 25% Cotton Antique Laid Paper & Envelopes","Sanjit Chand",28802,25.95,8.34,4.82,,,
6185,"Sanjit Chand",28802,884.91,205.99,3,,,
"Eldon Spacemaker� Box, Quick-Snap Lid, Clear","Anthony Johnson",28839,-175.86,3.34,7.49,,,
"Xerox 1995","Anthony Johnson",29252,-15.44,6.48,5.19,,,
"Honeywell Quietcare HEPA Air Cleaner","Kimberly Carter",31941,650.73,78.65,13.99,,,
"Xerox 1993","Kimberly Carter",31941,-43.5,6.48,9.68,,,
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","Marina Lichtenstein",32418,-131.31,243.98,43.32,,,
"Strathmore #10 Envelopes, Ultimate White","Sanjit Chand",34241,16.23,52.71,2.5,,,
"Fellowes 8 Outlet Superior Workstation Surge Protector","Sally Knutson",34816,267.16,41.71,4.5,,,
"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box","Sally Knutson",34816,590.77,60.98,19.99,,,
"Fiskars� Softgrip Scissors","Luke Weiss",35011,-2.31,10.98,3.37,,,
"Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators","Anthony Johnson",36068,1243.17,279.81,23.19,,,
Accessory20,"Michelle Arnett",36930,1325.82,85.99,3.3,,,
"Xerox 1971","Luke Weiss",37315,-133.68,4.28,5.17,,,
5165,"Luke Weiss",37315,1176.48,175.99,4.99,,,
"Lexmark Z54se Color Inkjet Printer","Luke Weiss",37925,1265.82,90.97,14,,,
"StarTAC 7760","Luke Weiss",37925,394.45,65.99,3.99,,,
"Premier Elliptical Ring Binder, Black","Rob Haberlin",38021,709.33,30.44,1.49,,,
"Wilson Jones DublLock� D-Ring Binders","Julie Creighton",38336,2.82,6.75,2.99,,,
"Micro Innovations 104 Keyboard","Julie Creighton",38336,-116.45,10.97,6.5,,,
"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry","Justin Knight",38565,-11.69,10.64,5.16,,,
"Eureka Disposable Bags for Sanitaire� Vibra Groomer I� Upright Vac","Sally Knutson",39783,-94.76,4.06,6.89,,,
"GBC Standard Plastic Binding Systems Combs","Sally Knutson",39783,5.02,8.85,5.6,,,
"Avery 520","Sally Knutson",39783,39.9,3.15,0.5,,,
"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote","Michelle Arnett",42500,437.07,48.92,4.5,,,
"Cardinal Slant-D� Ring Binder, Heavy Gauge Vinyl","Michelle Arnett",42500,-10.48,8.69,2.99,,,
"Fiskars� Softgrip Scissors","Julie Creighton",44162,42.76,10.98,3.37,,,
"TOPS Money Receipt Book, Consecutively Numbered in Red,","Sally Knutson",44256,48.45,8.01,2.87,,,
"Xerox 226","Sally Knutson",44256,-38.72,6.48,5.84,,,
"Sanford 52201 APSCO Electric Pencil Sharpener","Sally Knutson",44256,182.15,40.97,8.99,,,
"Laminate Occasional Tables","Sally Knutson",44320,-1640.51,154.13,69,,,
"Round Ring Binders","Kimberly Carter",45377,-22.9,2.08,1.49,,,
"Durable Pressboard Binders","Rob Haberlin",47367,-0.17,3.8,1.49,,,
"Avery 52","Rob Haberlin",47367,2.28,3.69,0.5,,,
"Avery 492","Sally Knutson",47750,36.64,2.88,0.5,,,
"Executive Impressions 13"" Chairman Wall Clock","Sally Knutson",47750,216.12,25.38,8.99,,,
"Binder Posts","Marina Lichtenstein",48388,-13.33,5.74,5.01,,,
"Avery 498","Christina DeMoss",49059,45.51,2.89,0.5,,,
"Xerox 1891","Christina DeMoss",49059,32.86,48.91,5.81,,,
"DIXON Oriole� Pencils","Luke Weiss",49510,-6.22,2.58,1.3,,,
"Avery Durable Binders","Sally Knutson",49634,10.91,2.88,1.49,,,
"Avery 510","Michelle Arnett",50210,82.3,3.75,0.5,,,
"Super Bands, 12/Pack","Michelle Arnett",50210,-30.26,1.86,2.58,,,
"iDEN i95","Sanjit Chand",50503,-186.33,65.99,19.99,,,
"Staples 6 Outlet Surge","Anthony Johnson",50816,-35.94,11.97,4.98,,,
"Lock-Up Easel 'Spel-Binder'","Anthony Johnson",50816,302.8,28.53,1.49,,,
"Memorex 4.7GB DVD+R, 3/Pack","Anthony Johnson",50816,-12.46,15.28,1.99,,,
"3M Polarizing Task Lamp with Clamp Arm, Light Gray","Luke Weiss",51073,958.8,136.98,24.49,,,
"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2","Luke Weiss",51073,813.35,30.93,3.92,,,
"Office Star Flex Back Scooter Chair with White Frame","Rob Haberlin",51584,176.04,110.98,30,,,
"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock","Monica Federle",51879,372.26,51.94,19.99,,,
"Southworth 25% Cotton Premium Laser Paper and Envelopes","Monica Federle",51879,212.06,19.98,8.68,,,
"Howard Miller 12-3/4 Diameter Accuwave DS � Wall Clock","Kimberly Carter",52288,545.11,78.69,19.99,,,
"Lock-Up Easel 'Spel-Binder'","Michelle Arnett",53190,74.64,28.53,1.49,,,
